Genotype,CobDiameter,CobWeight,DaystoSilk,DaysToTassel,EarDiameter,EarHeight,EarLength,EarRankNumber,EarRowNumber,EarWeight,GDDAnthesis.SilkingInterval,GDDDaystoSilk,GDDDaystoTassel,GerminationCount,LeafLength,LeafWidth,MainSpikeLength,MiddleLeafAngle,NIROil,NIRProtein,NIRStarch,NumberofTilleringPlants,PlantHeight,RowQuality,SecondaryBranchNumber,SeedSetLength,SouthernLeafBlight,Spikelets.MainSpike,Spikelets.PrimaryBranch,StandCount,TasselBranchLength,TasselLength,TasselPrimaryBranches,TilleringIndex,TotalKernelVolume,UpperLeafAngle,X20KernelWeight
N7A,22.2597707,15.20453114,74.2111331,73.69711289,37.92038822,55.25419696,128.6332635,21.95502862,14.04063591,73.754591,11.8584798,867.1314069,857.0018962,6.086404365,661.5738972,66.33241846,187.333627,65.33118572,3.507595489,13.94293127,68.52154141,1.242602085,125.658032,2.338457601,0.65314774,112.2215156,5.071482388,27.03930142,17.33270124,7.397845029,190.496952,264.6457507,8.889085705,0.56787256,70.83141186,57.04886411,4.538896066
NC222,26.64727355,13.79883684,84.16751369,83.14289648,38.40982002,75.65489299,108.764075,17.284153,13.67964763,57.78987085,28.2605876,1012.477031,987.6318349,5.920066491,807.515612,104.9265704,219.0255821,60.89607494,4.682561195,14.79326416,63.981942,1.751976988,148.8107444,2.158135118,1.533530614,99.12936394,6.30639818,27.73429937,18.68636961,7.014403457,175.3903494,335.879367,15.40647197,0.582906768,53.93590438,73.32120884,5.187756838
NC230,29.06528034,23.64245679,81.00606248,80.05067573,41.58505672,57.35571146,125.6975194,24.12314379,15.24776643,81.76602132,21.1413507,962.8397125,944.5056231,6.141850323,637.4180668,107.972004,225.7657386,74.6341881,5.541606317,12.93392468,68.2700284,1.242602085,109.5149839,2.158135118,2.765828456,111.7544619,6.814892918,23.47840319,15.7082992,8.055173438,218.171701,326.2243386,11.11816296,0.604925724,66.25771212,72.51376112,4.427405683
NC232,30.65329007,19.69280007,81.61075821,79.84247372,43.52095933,53.54924769,130.5843181,21.02712139,18.07834336,74.4707424,29.15866123,974.3777317,947.0600825,6.252742238,708.353058,95.08747744,234.4074738,70.70901291,3.416224127,14.30135601,69.11979595,1.242602085,116.8330705,2.24829636,2.208385489,113.2306727,6.814892918,21.94264977,15.7082992,7.397845029,229.5139902,361.8578458,13.30437716,0.582906768,63.57094982,52.03997422,4.399459626
NC236,24.43671499,13.76618981,82.27969075,81.97308157,35.63766668,65.44444699,120.7894725,22.64302877,12.22806431,56.49092783,11.70834706,977.1674581,975.9051393,7.361661395,733.3862538,102.0633423,215.5441732,71.14514349,4.562474251,12.78106481,69.2042777,1.242602085,127.9282341,2.158135118,2.612307007,102.3790332,7.977166604,22.86931371,13.81316348,7.616954498,185.7033757,340.5208501,20.06433532,0.542887956,55.30666162,56.32565025,3.965617017
NC238,25.67255114,17.04477501,90.81985221,88.28765791,36.29307479,43.31441115,110.9823919,20.97954147,12.66236319,58.37376117,27.84659492,1097.998773,1076.492227,6.585417985,765.1334757,100.8115485,181.9889047,68.20865817,4.598929241,13.17381792,68.98328696,1.242602085,121.8018249,2.428618843,0.896242539,93.38671303,7.126450585,27.96596535,21.93517369,7.671731866,186.3579628,285.5953184,16.96299557,0.56787256,59.51878854,72.08757137,4.066373012
NC250,25.0688701,18.67821766,75.74330135,75.3653099,37.28462542,48.68199478,127.4762711,20.83098071,13.08731663,71.36061876,30.31043972,898.8571807,877.8430055,6.252742238,608.9098814,73.05648197,201.2604666,52.39152871,3.59442523,13.89212281,65.25642959,1.242602085,112.106043,2.067973876,1.254809131,113.3990609,7.977166604,20.46323037,12.88519689,7.843789047,165.4469143,269.0449195,4.27306085,0.530819395,61.05229706,56.77484342,5.069698269
NC258,26.67257254,17.492087,80.3012304,80.32201321,36.93190877,67.10977489,122.7347943,21.75795735,13.39550448,63.43711264,2.336649084,935.5424348,949.4154364,6.308188196,865.9124804,85.38894293,205.7568161,75.28838396,5.403229508,12.81290409,66.02903135,2.00666444,146.3414843,2.24829636,1.533530614,108.3992435,7.831882393,27.50263339,16.79123389,7.726509233,147.8546831,280.1815706,7.360770573,0.604925724,55.85595611,70.9919799,4.356059551
NC260,23.52902194,15.97696815,77.799044,74.9754776,33.73153764,50.69439985,137.4869921,18.59888855,12.65354927,65.58898358,43.22910922,906.9000563,867.4223215,4.423025629,632.4711665,82.54478281,255.4328758,66.83615204,4.97069863,14.07526075,65.78834346,1.242602085,144.4529458,2.338457601,1.59958242,120.5040864,7.105461339,20.32098789,15.16683185,6.630961884,194.1813023,363.446748,8.889085705,0.530819395,51.9149986,67.45628143,4.004058136
NC262,27.68142892,14.31324536,71.42613046,68.78194495,40.83039509,37.60968062,127.6158459,22.41466774,15.14635462,76.04717944,38.37841911,853.0894434,803.4782855,6.640863943,688.7219823,80.38089667,247.1396011,62.64059725,4.469374307,11.72076005,67.62057742,1.242602085,107.1543108,2.24829636,0.340246237,114.2086267,7.178103445,26.11263748,15.43756552,7.890841336,191.2361997,301.863927,5.722683054,0.622925579,68.30388308,54.91420099,4.291682639
NC264,25.37390858,19.38090208,77.86142707,75.81781108,38.51750224,64.73073503,119.8976952,20.18627836,12.75491415,70.80896496,29.0419859,922.6273841,895.0061909,6.585417985,723.6801076,89.72543206,224.8948467,64.16705427,4.918665731,13.88808605,68.63702019,1.242602085,134.5381188,2.158135118,1.332180289,109.5987215,7.25074555,24.25930961,22.20590737,7.890841336,171.9726204,314.3986007,13.92129697,0.542887956,62.17433275,54.39161431,5.222599549
NC290A,29.19232113,16.42355291,80.08280361,78.08302256,41.74598978,45.69841614,135.1825573,23.56818504,15.82234284,87.79709749,32.84669459,935.287302,910.9153285,5.199269039,689.1900293,81.13574771,259.2622925,61.55027081,4.27159914,12.39752121,67.43958838,1.242602085,114.9445321,2.338457601,0.697366164,119.8646009,7.25074555,27.96596535,14.35463083,7.178735559,214.3992099,332.8760734,5.369642494,0.56787256,66.29280509,65.10464135,4.648364841
NC294,24.40796857,12.60687099,79.86748759,76.90316099,35.33631127,71.39204664,110.9074963,19.75269646,14.8497523,59.97674491,38.88257931,947.7114435,909.2860049,8.02701289,620.6456329,73.87356004,202.6000135,49.77474525,4.088960386,13.24736873,67.67936629,1.242602085,151.7710324,2.067973876,0.38253514,96.55005219,6.814892918,29.12429527,12.45949511,8.383837643,133.1415475,252.225662,5.452253803,0.56787256,50.55833339,61.44653456,4.341651903
NC296,23.4932976,11.48591858,82.74103373,82.00430557,33.83402585,75.20338027,126.4843057,20.36540821,12.42772341,48.73720369,12.83244371,957.4813442,957.2111784,5.365606913,899.8639501,93.70868448,275.9873197,64.16705427,3.727189726,12.85237635,70.24706039,1.242602085,148.9201603,2.158135118,2.765828456,107.224841,7.468671866,21.01598584,16.24976654,7.890841336,229.7906314,387.7838439,10.18931219,0.622925579,54.81982018,67.62581643,4.067524719
NC296A,23.63296014,10.53673723,81.78195797,80.87734039,34.29429664,61.40007923,127.8673516,17.83630509,12.61521154,46.94241396,22.34585053,951.8842121,945.8169358,5.310160955,808.9555347,84.02500518,262.8657344,63.55906957,3.7243545,12.59046506,70.35565565,1.242602085,128.1643014,2.24829636,2.208385489,103.1931785,7.178103445,24.02764363,13.81316348,7.288290294,241.1329207,353.0371502,8.255387809,0.604925724,53.72619101,67.59801616,5.2525874
NC298,21.72349159,11.34100691,82.73717159,82.81754471,32.04282449,69.17998629,109.3459905,18.64377632,10.84527884,42.02432235,9.14611498,957.3263304,976.6310752,5.310160955,659.6166958,88.64814345,209.5905808,67.43803359,4.208577395,14.56091131,66.11793761,1.242602085,135.0575412,2.067973876,2.826132348,95.56413258,7.541313972,21.01598584,13.27169613,7.945618703,185.3337844,327.2393985,12.11731397,0.753138381,51.4927994,70.42510588,4.88498553
NC300,29.02080942,16.41665559,85.63352248,85.221714,40.01633566,68.07938632,116.1399714,18.39975184,12.16803101,61.55150547,13.24647594,1005.707194,1000.663507,5.254714997,756.8431567,75.65527491,269.3513016,66.12964186,4.022378912,14.11607365,65.83721,1.242602085,149.8989017,2.24829636,0.507570431,96.43340537,7.468671866,22.57385134,13.6276792,7.507399764,184.5689048,330.0284905,7.428229601,0.542887956,55.12815033,64.17662622,5.749846576
NC302,24.84558092,14.62526543,79.54218048,78.42265086,35.96562,52.35972776,133.6422401,18.37406961,10.94925451,55.11100342,17.58699844,926.374553,915.6638179,6.807201817,798.5560924,75.95590776,253.2278638,66.12964186,3.527339258,12.76517878,68.84213735,1.242602085,119.429811,2.067973876,1.929664006,115.8953638,7.613956077,21.94264977,13.81316348,8.274282908,228.1307842,355.4374237,11.8934979,0.56787256,55.27454614,69.02089708,5.655657569
NC304,23.86224318,9.541037801,82.48157178,81.00205408,32.3135338,29.91408743,87.55231087,16.23958472,10.57346877,33.24555856,18.31686057,936.7899271,939.0536935,6.918093732,690.3218965,52.1390557,187.9904966,61.3461275,5.282565345,13.27784378,65.28857059,1.242602085,87.3000475,2.04990712,3.829454244,74.78443221,7.759240288,17.77266206,17.33270124,7.343067661,211.2185105,292.4946489,12.47818229,0.622925579,48.790375,76.89061876,4.530007474
NC306,23.58936672,12.19195453,76.83128789,76.7403585,36.76099485,63.56037612,118.0310541,18.75287569,12.19337722,55.85028787,8.464890751,908.4144813,910.3786432,8.858702257,685.0053264,85.39211561,215.4892139,60.89607494,4.246500604,14.08563064,67.03228176,1.242602085,142.2936748,2.24829636,1.95784813,101.8140798,7.541313972,22.40598174,12.45949511,7.616954498,161.2889631,288.8737408,11.29708641,0.542887956,54.59591169,69.89006248,5.200908858
NC310,27.4942336,18.18282254,75.42162374,73.97271623,40.2393892,72.97786828,125.8769084,22.94027458,18.59897815,72.42748846,18.80204347,894.3295716,877.0202483,7.638891185,706.7412145,85.84705943,192.0331915,58.93348735,4.551733877,13.58837149,68.06740393,1.242602085,148.8615631,2.158135118,1.739879255,105.3650014,7.25074555,21.94264977,15.16683185,8.43861501,151.1043188,269.7886391,8.613234704,0.582906768,67.80409013,73.46602831,3.757761502
NC314,24.06195291,13.11243961,76.64361506,75.79143147,33.40533977,52.12182377,120.5481293,21.6488664,12.81830085,48.05953544,26.69561766,907.7948204,884.0642233,5.975512449,656.2703892,60.33829985,234.3306439,52.92637265,4.656920202,14.21446108,68.09374318,1.242602085,130.5249745,2.24829636,0.893997417,103.4263477,7.831882393,22.40598174,13.00096246,7.671731866,168.5064328,316.3188314,7.483371947,0.604925724,55.90565652,58.0497211,4.259981348
NC318,21.17366968,11.77246721,80.89762677,80.4848157,31.75818736,70.91623867,117.5115696,20.61955936,12.85663761,51.77639626,12.88181938,960.7826075,952.6304985,8.248796721,812.9375434,84.77117978,210.089684,68.09222945,4.892630708,14.29409314,66.55649543,1.369915143,139.4955323,2.24829636,3.044549939,99.78321354,7.105461339,24.25930961,18.68636961,8.055173438,188.8477337,326.9854009,24.11993346,0.48878228,NA,67.85373504,4.407711472
NC320,24.60639327,13.73652163,81.38558744,80.53908319,41.10491435,79.71868616,123.716944,22.40049835,13.89273251,80.81650694,13.29342017,973.0326713,966.8727994,9.191378004,878.1936091,84.61465215,185.8788886,64.16705427,5.198047034,14.48603688,67.30703253,1.242602085,147.0496862,2.158135118,2.857962415,105.9104851,7.178103445,29.02776778,20.41489998,8.329060275,173.9091088,297.4210563,18.51366545,0.530819395,63.44398463,61.66152427,4.540679885
NC324,25.16996362,13.40020798,76.8981144,75.03323555,36.32667806,52.59763174,110.8369321,17.94072796,14.35704123,50.79503008,29.48877821,929.3955818,891.4866139,4.700255418,677.0692738,61.50962045,232.6884698,51.73733284,3.91158695,12.78189117,70.01343012,1.242602085,131.2331765,2.158135118,1.497421074,88.4183808,7.613956077,22.17431576,14.35463083,6.30229768,161.35895,312.6056449,7.778258617,0.542887956,NA,63.5368813,4.482427077
NC326,27.37146572,17.32381452,78.52878858,77.71717342,38.40813871,74.00899049,124.4112833,23.20933422,15.88628579,75.44175278,24.73516359,930.6631879,912.8148481,7.028985648,762.5580228,91.75572109,206.7802947,63.55906957,4.044099731,13.6802664,67.86162635,0.96393762,154.1317055,2.158135118,1.497421074,104.6029139,6.451682391,25.41763953,13.81316348,8.274282908,215.027343,292.8546822,6.28722989,0.48878228,56.18056636,74.51120168,3.877397962
NC328,27.20119294,15.83837627,75.63849515,74.7565648,39.25275145,74.00899049,125.8728905,22.84804269,16.60155167,71.349522,10.31228417,908.0924112,897.8505498,7.472553311,703.6811801,82.64544981,193.2691269,64.82125013,4.228743254,13.13954452,67.949258,1.242602085,143.9085902,2.24829636,0.507570431,112.0317657,7.759240288,21.24765182,11.91802776,7.178735559,169.2713124,261.7869701,5.873222341,0.56787256,53.68029507,75.7320788,4.311067761
NC33,25.13419255,17.47863445,87.51220469,83.79513292,34.56970854,94.27473494,133.0868791,18.33424741,11.98425519,59.0829985,40.14428194,1032.743404,1001.802054,5.143823081,857.6195918,85.76897139,235.4473222,70.70901291,5.054148007,16.55550049,63.83948567,1.242602085,170.7589169,2.338457601,1.513911699,113.6349534,7.331240187,22.40598174,14.35463083,8.21950554,190.6879417,341.4491467,14.30518924,0.582906768,52.50814873,74.61220645,4.861502438
NC336,23.89916115,10.27676845,86.75315477,85.53169278,32.31370084,58.30732741,137.7893063,23.32167926,11.2415092,56.03922445,15.58336693,993.7497097,993.633243,6.19729628,752.513997,76.21981305,209.7748636,64.82125013,4.154023166,13.51871001,68.54305284,1.242602085,128.8725034,2.158135118,4.284635908,129.7794636,7.831882393,23.10097969,13.27169613,8.21950554,239.3717687,341.103786,13.10122074,0.622925579,63.22187058,68.92916717,4.33112372
NC338,23.76834923,12.04294943,82.74103373,83.46161972,33.39406271,82.33563,104.9268775,17.36851869,13.69192882,44.25636084,4.648171995,959.410767,975.0436735,6.419080112,631.01841,80.69324882,153.8641173,62.95391418,3.055997475,12.94127246,66.12937883,1.242602085,135.7184553,2.158135118,3.985413307,92.091226,7.323387655,23.79597764,14.89609818,7.890841336,181.5093863,274.2139495,13.26524433,0.622925579,48.75484141,66.60906088,4.063789736
NC340,28.18975181,16.32941987,83.10870614,81.1449119,40.00000969,75.17834188,143.2426299,20.82040514,13.15630463,83.35635636,21.75835791,962.5793417,945.7109329,5.531944786,801.7094364,78.18273115,239.3612065,66.78383773,3.378689588,13.91632794,63.63256409,1.242602085,143.6425149,2.158135118,0.536056589,118.8547151,7.686598182,19.16265797,10.5643594,8.00039607,181.3784212,313.0393682,10.06926294,0.542887956,72.40214257,63.85395721,5.80260268
NC342,26.48257286,16.69974803,76.66863433,75.98061356,38.04029061,68.29929482,146.5217571,22.51321798,13.52018394,71.80006263,13.72331941,900.2406652,891.555,7.583445227,761.7229887,90.71607959,228.0300576,66.56577244,5.238174971,13.44262327,66.39077066,1.242602085,142.32834,2.158135118,2.439705362,128.5734569,7.323387655,28.19763134,14.35463083,7.890841336,200.6313768,303.6266415,7.778258617,0.604925724,54.04856071,54.39161431,4.715988208
NC344,26.16845835,17.48663193,79.10843766,78.53118586,37.52082583,64.01702307,124.4622217,24.33443733,13.73267066,76.70137205,12.49584359,942.7265704,933.2949446,6.751755859,818.1076637,89.6701206,208.6381975,70.70901291,4.414065539,12.67377124,68.18252995,1.242602085,148.2300228,2.24829636,0.884113814,114.3312238,8.267735025,27.96596535,17.06196757,7.178735559,160.8576366,288.4053947,9.388569642,0.530819395,62.30129794,57.52713442,4.215427816
NC346,25.07919541,12.28719584,83.02888022,81.85429722,33.60823948,67.77290817,133.4393942,20.88295744,12.39063553,47.87518175,14.51021069,958.4662682,956.9032918,6.47452607,871.2988583,87.51293761,264.4913993,66.2172438,4.48720445,13.83078223,67.71136877,1.242602085,140.3534261,2.24829636,2.17809064,106.0568839,7.468671866,24.95430756,15.16683185,8.055173438,249.2669537,360.1794275,10.52175147,0.641978888,55.68446789,65.71951437,4.615076625
NC348,21.32103536,11.84720807,80.1927947,79.61653577,32.09129959,69.50882511,121.2157232,18.9738459,10.87560324,49.98153142,2.655428981,928.646313,939.4056759,6.640863943,714.4539357,86.57588113,227.6236413,63.5128584,4.014432577,14.18880413,65.2789202,1.242602085,140.7020631,2.067973876,2.333585524,102.0772495,7.468671866,22.17431576,15.97903287,7.726509233,177.4041397,321.6579646,10.76031607,0.604925724,55.76548122,67.45628143,4.925497017
NC350,23.62835644,11.75182046,81.87345129,80.59335069,33.0425154,54.99127268,109.5276865,19.43731008,13.08731663,51.15408101,15.54894175,938.0987477,939.4223984,5.088377123,876.1195789,76.55596182,232.7328739,60.90089534,5.499018447,15.02777637,66.54544948,1.242602085,123.5725697,2.338457601,3.047692506,92.40454412,7.831882393,24.95430756,13.81316348,7.014403457,208.5283768,353.7396692,11.11816296,0.622925579,51.22315165,63.69115578,3.967112166
NC352,23.97857085,11.57479891,87.01559026,85.64022777,34.19694318,59.73475132,142.6109702,22.48326502,12.53712591,61.63151217,38.21451539,1039.938286,1002.684205,6.086404365,779.8114551,80.17266189,242.2546256,68.09222945,3.700345194,12.70303777,69.27810786,1.242602085,134.0659842,2.067973876,3.07593129,122.9431915,7.468671866,23.10097969,15.16683185,8.274282908,265.4773464,373.058944,12.78811514,0.604925724,61.1931291,67.93812496,3.811671175
NC354,25.57377261,12.2616847,82.66400793,83.37615997,36.41496065,64.01702307,116.1881759,19.2777443,13.17266453,49.94088099,-2.054329021,970.4908361,984.41801,6.030958407,771.991029,76.81487619,210.4106895,70.05481705,5.103000944,14.58912674,64.73146769,1.242602085,132.6495803,2.158135118,1.776142557,103.0981528,6.379040285,23.56431166,13.27169613,7.288290294,223.3265791,341.5143014,13.77840878,0.622925579,54.40044934,70.9042254,4.219811095
NC356,23.4773847,11.52820452,81.06028033,80.21347822,35.8842135,63.77911909,110.721269,19.38421914,12.00079173,58.36036234,14.63524176,945.0308345,936.1921045,7.472553311,788.5299634,79.99045647,265.1881128,62.20446667,4.310689616,13.35437787,67.860111,1.242602085,132.413513,2.158135118,3.044549939,101.5681936,7.323387655,20.0893219,13.81316348,7.945618703,248.0489507,348.9976655,11.8934979,0.604925724,58.12889401,58.31101444,4.830384317
NC358,24.26174011,16.40367691,79.33835909,78.77080601,33.67915861,52.30392954,129.9705343,23.15376511,11.75751248,69.01179165,5.710760127,915.3018358,917.8796523,5.310160955,613.6278731,90.90884352,149.3700707,70.70901291,3.643160724,12.61430386,67.02225269,1.242602085,130.3476929,2.158135118,1.929664006,114.0680734,7.396029761,20.55265387,13.00096246,6.30229768,148.1814771,235.6592153,13.72607833,0.56787256,59.40881405,77.9834058,4.859184592
NC360,25.35308359,16.72116783,80.13857685,81.24456063,34.71952163,63.29745184,139.056948,23.70892182,12.89952399,65.17112869,-9.691321518,939.556712,966.113647,5.69828266,762.584688,86.02926486,319.822066,68.09222945,4.486175794,13.4148548,67.87136351,1.242602085,117.7894932,2.067973876,0.884113814,122.2548098,7.613956077,19.39432395,12.45949511,8.109950805,186.8635437,375.6933905,6.923839647,0.582906768,65.61881652,70.86093606,4.564450505
NC362,24.63847864,13.52525985,78.65041268,76.35356468,34.71483492,55.51712124,133.648267,22.95454325,13.20488565,61.20426481,34.22602184,928.8386162,899.3769387,6.030958407,724.6013317,75.36290796,314.2665402,68.87541803,4.18831893,12.61348183,69.64171669,1.242602085,135.303295,2.149002966,1.59958242,113.2818695,7.25074555,27.03930142,13.27169613,8.00039607,226.3062463,375.6778674,6.1372202,0.622925579,65.77303269,60.55035022,3.679414173
NC364,25.3537127,17.43097396,76.18067367,75.27513612,36.2125054,61.16217524,146.081319,26.13959413,13.73406108,71.98133186,20.58500954,897.2981348,885.6084634,6.363634154,739.8925716,81.16177706,313.0871684,68.09222945,3.869580109,13.10373925,69.71799619,1.242602085,141.1480035,2.067973876,0.893997417,132.1353204,7.323387655,24.4909756,17.06196757,7.507399764,224.342645,382.6014948,5.810100698,0.582906768,68.16256379,61.7078279,4.125288298
NC366,24.61256271,15.43515606,86.47572214,86.13556868,36.41948817,66.35373375,127.3153466,18.22008247,11.6387574,64.91862058,12.97786575,1017.863288,1011.203892,5.498503241,832.1665213,95.94587455,242.0223878,60.24187908,5.29929145,13.49494441,68.95496117,1.242602085,149.5652777,2.24829636,2.090973581,106.6907997,7.831882393,23.10097969,14.6253645,7.562177131,196.0420991,357.3693512,13.14596203,0.679032053,58.76778961,61.23973321,6.000741558
NC368,28.64337382,15.22733699,77.69877352,76.21755304,40.92618855,63.8233004,108.6124747,19.46366323,14.10871796,68.68507711,21.65780498,925.8545002,908.9588841,7.361661395,729.3598031,95.29571221,166.9358225,64.16705427,3.927583744,14.56653394,66.12490805,1.242602085,149.5058985,2.067973876,1.533530614,97.792541,7.25074555,21.94264977,11.91802776,7.945618703,137.1463684,234.7613437,7.754247161,0.582906768,62.38112514,75.92450204,5.324486941
ND246,23.07803137,13.78924237,61.75872509,60.56864483,33.72112018,44.7468002,133.3742213,22.50732248,12.18042868,64.37223615,22.11648627,719.3989306,687.1522016,9.634945667,578.194576,64.24270183,176.9377316,60.89607494,4.708945863,15.32934719,66.7506789,1.242602085,108.0985801,2.158135118,2.393785881,114.3721587,5.216766599,22.63764772,15.7082992,8.164728173,165.4061597,268.9690335,10.22354573,0.542887956,69.64029752,52.10619527,3.489146874
Oh40B,25.80977458,18.94508316,77.10237715,73.64711126,35.75326976,59.73475132,162.056202,22.32519975,11.87408823,63.18070525,42.36698056,933.9824507,880.5525605,7.25076948,737.7326874,86.86220395,257.0597882,65.475446,4.186043309,14.58062067,68.50269953,1.369915143,139.0233977,2.158135118,1.372221039,136.6885625,6.233756074,24.68447232,19.19629654,7.945618703,233.9402494,350.6954199,7.59933517,0.533894432,60.42576718,61.44653456,4.412976166
Oh43,24.93301336,14.40259372,69.83718501,68.32889669,35.78717591,47.36374405,137.206302,23.15725708,13.86428705,62.10469515,16.82967315,816.079905,802.0012693,7.472553311,677.2504475,88.4207807,235.71007,56.31670389,3.738790557,13.2208034,69.43730656,1.242602085,124.6232918,2.158135118,0.893997417,116.4333128,7.25074555,30.05095921,26.80837982,7.562177131,192.217701,325.203956,7.181847126,0.542887956,59.26360182,50.73350751,3.943145922
Oh43E,25.75686083,12.99158328,74.07006411,72.354909,35.03269021,37.13387265,125.7157714,21.19786262,13.75719778,64.73912317,19.48444986,859.3200076,838.0351061,4.700255418,655.1504492,87.85131911,231.8039226,66.83615204,4.306214508,14.88728093,65.53223153,1.242602085,110.4592532,2.24829636,0.507570431,108.364418,7.686598182,22.86931371,14.6253645,6.959626089,184.5689048,305.5585689,4.497995418,0.604925724,61.10646336,59.09489447,4.689770415
Oh603,22.91905796,11.46757976,83.54221857,79.42942475,NA,42.10962499,106.3126734,NA,NA,NA,57.76738751,967.1630547,896.9131326,3.535890304,553.1303638,66.45814318,258.4896064,60.01483726,3.828310847,14.9926276,68.32940642,1.242602085,100.2196371,2.248098813,2.036072647,NA,6.180256648,16.61433214,10.29362572,6.192742945,191.401699,346.1742872,8.417259528,0.542887956,NA,62.14261172,NA
OH7B,22.48265463,13.86646629,83.37430763,82.57823562,35.20904104,78.09554734,146.5566069,23.40614415,12.79665692,68.7743351,14.60345733,1008.676093,1002.60478,5.254714997,754.6487865,92.63367108,248.2017355,75.28838396,4.912604722,14.69670476,66.4711764,1.242602085,145.7919669,2.067973876,1.372221039,128.6841354,6.088471864,22.27233406,17.71133191,7.671731866,205.1695645,347.5355553,7.006528422,0.604925724,61.1931291,73.59716694,4.791583854
Os420,27.85666834,20.44710628,72.81916686,70.01118905,41.26363089,60.92427125,142.2278625,21.34237923,13.77895067,82.75833175,35.86632852,859.5530093,823.199076,6.030958407,725.1200304,79.41781084,276.8580646,61.55027081,3.868746206,15.7740735,63.41557424,1.242602085,143.7447439,2.158135118,0.814778072,126.3353973,5.652619231,21.94264977,16.52050022,7.781286601,214.5753654,354.2080153,7.957182064,0.542887956,66.1599833,35.4563664,4.709886717
P39,23.2561193,10.25856026,66.4756782,64.25883453,35.75461578,34.59869272,119.5372365,23.34451049,12.4033988,54.75023936,23.44078885,770.1562273,742.4848666,7.7497831,578.0345845,59.42727273,186.2589318,35.20521113,8.415931504,16.96513534,60.28204811,3.80578028,103.0076456,2.338457601,0.939978107,119.3081555,4.998840283,26.57596945,17.60343491,8.055173438,158.0392556,266.9726711,10.10426343,0.94147924,53.93590438,27.72409123,3.814476603
Pa762,26.35381351,14.90425876,75.20475233,74.51539118,38.3357904,51.88391978,131.3785714,23.32043164,13.81552556,76.36516024,14.21938583,884.5913286,876.7324046,8.470580552,630.8850838,93.62983404,225.1270845,60.89607494,4.146392668,14.61415541,66.36779235,1.242602085,125.0954264,2.338457601,1.280424403,116.3344861,7.323387655,25.18597355,18.41563593,7.945618703,212.1045711,285.2440589,4.676918865,0.582906768,66.61220504,64.58205467,4.98909773
Pa875,26.6730505,16.64313109,76.74964127,75.30653054,39.07622608,62.05511117,133.8620057,24.29901869,13.11891887,69.51841509,20.1947671,898.7643742,883.1188259,4.423025629,692.8870152,77.58884427,196.0111036,64.82125013,3.806171217,14.52076144,67.46145276,1.242602085,133.267545,2.067973876,0.536056589,116.6200488,7.25074555,23.47840319,14.37016151,7.178735559,136.0092642,270.0800658,16.74164185,0.56787256,72.18240408,39.87608081,4.124990632
Pa880,25.81804269,19.77751767,78.34938774,74.94953115,36.47054092,65.12724168,122.7695634,20.80289658,13.92525614,72.209482,32.14486033,918.0448287,885.5317483,8.082458847,753.2518552,83.16603674,182.3177142,66.12964186,4.643645461,14.97701403,64.26767307,1.242602085,145.0824586,2.24829636,2.826132348,103.8247826,7.032819234,22.17431576,14.6253645,8.00039607,198.7191777,318.6257467,14.25423919,0.716085217,56.58786447,65.36593469,4.248825559
Pa91,26.15058115,20.80561598,81.00606248,77.01169598,38.56066472,63.5412151,155.3918715,25.46359353,15.14935175,111.8159773,39.69184338,974.4634009,920.5075955,7.139877564,872.8987725,92.48454279,265.3622912,60.24187908,4.524129843,15.65074478,66.20777769,1.242602085,145.6332824,2.158135118,2.891028491,140.3597202,6.30639818,21.94264977,13.27169613,8.055173438,214.4740606,376.9227989,10.46211032,0.530819395,92.64905956,59.01171884,4.360077747
R109B,22.30790012,12.16801395,74.37412436,73.14627763,34.27818533,60.92427125,106.9573172,19.53195382,12.20780846,59.01248619,20.4698804,875.8298829,856.6942915,5.69828266,692.8017635,64.86740615,239.1774742,58.27929149,NA,NA,NA,1.242602085,138.0791284,2.158135118,0.868003754,103.5151215,5.579977126,22.17431576,17.06196757,6.850071354,166.9230216,327.1024874,8.076464362,0.542887956,58.59420473,50.85237336,5.775860273
R168,22.26323822,12.67245692,69.18657079,69.90265406,33.09066325,61.45698188,117.2472547,21.18169668,14.5248717,46.84568636,0.737599601,797.9017501,804.9539112,8.858702257,695.7349395,67.44431145,222.7079403,58.27929149,5.100036426,15.49458417,66.95320087,1.242602085,132.7353061,1.977812634,2.439705362,112.237771,7.032819234,25.64930552,18.68636961,8.00039607,205.2206545,316.6232445,10.68079454,0.542887956,51.4927994,54.06206896,3.332801603
R177,24.82315826,13.40917913,75.63849515,72.45322635,37.42212274,47.12584006,111.1281974,19.1535616,13.14808744,63.53170126,45.8090757,915.6185177,858.0718758,7.694337142,672.136205,80.04251516,221.8176952,56.31670389,4.442686977,13.23598539,69.39901766,1.242602085,140.6758689,2.158135118,0.536056589,101.8967407,7.178103445,21.94264977,12.73022879,7.836063968,172.802544,309.3638806,7.181847126,0.542887956,60.97438135,41.58824052,5.603739385
